label_bullying	text_message
0	 yu tld me lmfao lykk yestadayy
0	  hippi van
0	  Not at all
0	  okay thankyou  your a great help.
0	 I am going to go to bed now. I still ahve alot of stuff on my mind. Ehhh... well have a good/day. <3 Leave me things.
0	 Can we be in two places at once?
0	  yea my sister
0	 What movie do you know every line to?
0	 What&;s your thoughts on fighting?
0	 do the makers of Friendster uses Facebook? =)
0	  1995 haha when i was bornwas my year! Doh!I didnt have 2 do ANYTHING on my own haha
0	  robin in batman. i thought robin was the best and thought he should be the star!! hahah and my favorite power was..? hmm..well i guess spidermans powers. he is sick. haha
0	 have you ever been on itellyouthat.com? go there and tell something to the world :D
0	 Would you rather be a famous musician or a famous actor?
0	 would you ever want to be famous? why or why not?
0	 Would you like to go to space?
0	 Have you ever ridden in a taxi?
0	  Lookkk meahh upp! (: ALEXIS NICOLE HODNETT<3
0	  No. Im with my first and am gladly in love with him-r HARD TO GET is always BETTER! :)
0	 How many suitcases do you own?
0	  Is it dina?
0	 ******************MEOWWW*************************
0	  large
0	  blah
0	  short stack lol lots of ppl are asking questions about them 4 me lol =]
0	 why haven&;t i had any dinner yet?
0	  not too often  once a year perhaps but it hits hard when i do get sick.
1	 your mad ugly. true talk.
0	 Chicken Or Hamburgers?
0	 Who&;s the coolest person you know?
0	  during a game? i think maybe during heads up seven up. haha i used to watch peoples shoes.
0	  the type of tomato used :P
0	  NO no no! I Love youuu moreee<333 ;D haha!!
0	  Uranus. hahahahhahahahha I crack myself up. Pluto definantly :] its the only one thats been a planet and moon at the same time! thats soo me :]
0	  i would probably try about 2050965967 ways to stop it. ninja to protest. and i would be disapointed in whoever didnt try.
0	 what if i want to ask you something inappropriate? ;)
0	 reow!!!!!!!
0	  not really
0	 When was the last time you went to the circus?
0	  naw iMean foreal
0	 If you people really still think that Tabi&;s fake  go look at her dang MySpace. -.-
1	 Your so fucking immature I&;m sorry you have no friends so you have to be rude to everyone
0	  helping someone without them knowing who did it.
0	  yes.
0	 ur butiful babe i just wish i waz urz.
0	 do you have any fun summer plans?
0	  ooo i guess you're too quick for me ;)
0	 Have you ever texted and drove? Do you talk on your phone and drive? Do you eat and drive?
0	 Do you own a pair of dice?
0	 tabi i feel so bad about these bitchy girls who keep on saying shit to you on here  if they even knew you they would no you are the most moddest girl i have ever met.
0	  Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!
0	 haha so many people are hating on your formspring.
0	 lol [: your a funny kidd you know that? [;
0	 what others do you have?
0	  synonym book :P
0	  sometimes when theyre trying to be gangsta or ignorant
0	  a house :]
0	  waldo. and helga. nahh jk  guys-lucas casey mclaine gabe jack dakota s. jake nathan girls- maddie cassie nicky
0	 Do you want to get married?
0	 What holiday is closest to your birthday?
0	 Do you sleep with your closet doors open or closed?
0	  yes.
0	  For shizz lady. :]
0	  not that im aware
0	  Fist fight?? No. Im a lover not a fighter. ha
0	 Do you think we are raising the next generation right?
0	 Yeah  I met them at their show :) Got a free shirt too.
0	 what do you do to help the environment ?
0	 Do you lyke gurlz?
0	  Idk. I dont get them. And yes you get them from kissing. saliva or other juices transferring from another person with the infection. They are herpes!!
0	  thanksssssssssssssssssssssssssssss
1	 Answer your questions biatchh!! :L
0	 What would you do if somehow you caught a STD?
0	  yes i have before. many a times :P ha
1	 u2584u2588u2580 u2588u2584 u2588u2584u2588 u2580u2588u2580
1	 r u retarded ? :P jking
0	 Are you passionate about your beliefs?
0	  who?
0	 do you like shaun diviney?
0	  ummm MRH? nope lol
0	  LOVE THEM :]
1	 Just admit ur a lesbian drug addict who flirts with guys  it&apos;s okay(:
0	  i got it lol i dont like it so far.................. :/
0	  Hell NO!
0	 do you have a bf??
0	 Do you eat a lot?:
0	  Lol idk thoo Kim has a better body buhht ugh geez idk (x
0	 Have you done something bad today?
0	  I like too many songs to have a favorite
0	 how do you express your anger?
0	  Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!
0	 hey you&;re an amazing nice and sweet girl..pretty too!
0	  Nope:[ I wish  bhut hey i might someday rite haha..Hbu?!
0	 what do you think of Spiderman without Tobey?
0	  Swedish fish &amp;&amp; reeeeses. YUM
0	  Yes. Karma? :) its always there. so be nice!
0	  Good . hungry actually :)
0	  within a week or two. depends on what they say happened.
0	 If given the chance would you like to come back as a ghost?
0	  In a graveyard. Muuuuahhhahaha
0	 ahhh true.. true... plus it plays music XD
0	 Is there anything that can make you sick just by smelling it?
0	  Yup yup
0	 What music are you listening to today?
0	  yes my camera i have now
0	 If a kid refuses to sleep during nap time  are they guilty of resisting a rest?
0	  Yeah i made my first one. and forgot the password to it!!!!! haha so i had to make a new one. it sucked but at least it was farely new to me. teaachgee is the right one!! :)
0	  a couple. i really only like beer haha :P and not hard liqour
0	 something you regretted after it was done?
0	 Do you ever go bird watching?
0	 If the universe is everything  and scientists say that the universe is expanding  what do you think it is expanding into?
0	 what nashionality are you?
0	  Nahh
0	 yeah its really hard to when i get this shit like every ither day like it seriously pisses me off now  if it was like yesturday i wouldnt give 2 fucks but with everything im going thru right now its like wtf.
0	  Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol! Hard question 2 answer.
0	  somet
0	  I don't mind household chores actually. but I guess I'd say dusting. I don't enjoy that :/ ha
0	 Are there any people on youtube that you subscribe too and always watch their vids?
0	 so are you talking to shira or frances? its hard to keep up  playa playaa lol.
0	  Okaydokay.
0	 What is your zodiac sign?
0	  sometimes.
0	  yeah
0	  lmfao wtf yew tell mi
0	  not really . I like meeting new people
1	 r u a drty slut?
0	  why do i cause so much drama? :(
0	 AlexisNicoleHodnett is my besttestt frann<3(: iloveyouu Lexiflagss(:
0	  last snow season
1	 y is the sky blue?
0	 Don&;t you hate it when people lie to you about coming over?
0	  boiled eggs :D hahaha
0	  lol gurl iKan do anythang
0	  Okay Im super glad you asked me this question  only because its a common misconception about hiccups. Your not supposed to hold your breath. The reason you have hiccups in the first place  is lack of oxygen. So the usual hold your breath till your face turns blue and still keep holding it  isn't what makes them go away. Its the deep breath you take after holding your breath :]r r So to relieve my hiccups  I hold my breath ;) haha only to take a bigger breath afterward.
0	  complete silence and all darkness.
0	  2 :)
0	 do you like justin bieber
0	  lol im telling yew
0	 Have you told your partner about all of your past relationships?
0	  kkkkk
0	  church camp once. it was fun but we got kicked out.
0	 Do you consider yourself a good dancer?
0	  Thank you <3
0	  The beast.
0	 Have you ever lost something really important and spent hours looking for it?
0	 how have your past couple days been?
0	  yes
0	  : )
0	 anyone or someone particular?
0	  Yes. Its weird sometimes. But dreams are weird. haha
0	  im not a fucking prostitute lol. i dont want your money. maybe if you tell me who you might be ill let you know the answer ;]
0	  Spontaeity. hahaha even though i wish i could say stability.
0	  Annoyed lol
1	hes goin dwn!we cld kick his ass n dominate him
1	maybe he sldnt cum out in his mofo boxers n dance around hes guna b jumpin around n his junk fall out
1	yeah..what is it that u called me? "ass clown" LMAO..i was like uhhhh welllll then hahahaah
1	Ohhh I hate snow days because then we have to make them up later.
1	WOOT!! 8 pounds is AWESOME! YES  you can! 1 pound at a time... I need to get my ass in gear ;)
1	damn  why don't all harem leads shout that  kouhai~? would be interesting the resulting chaos
1	@icystorm I think the thing to note here is that everyone has an emo phrase re: romance in high school and eventually it blows over
1	What happened in '93? (Also  I would have accepted "29-5-4 bitch")
1	Sure glad you found something better to listen to. Would hate to hear you make the news "that" way
1	Awesome...Love it or Hate it...An Atmospher of Change...is HERE
1	Top three tips: 1) scan updates  2) pay more attention to @ replies and 3) set time limits before it sucks your day! ;)
1	I find the exact opposite to be true.  I can review a book I hate in fifteen minutes.  Good books take hours.
1	that's the coolest damn thing yet! Have you put it on your own website yet? Its a pretty simple ap  just don't use huge pics
1	Yeah  I was teasing Dad  he got a new snow blower  and I said as much as I hate rain  I don't have to shovel it  get home and SNOW!!
1	 OH AND!   that guy in dark knight totally was wearing guy liner... he's gay!
1	 Because they are FUCKING DUMB and annoying
1	Damn how u burn spaghetti?
1	- Oh  yikes!  I hate that.  Will she willingly use the toilet for it?  My boys won't.
1	She says i have gubgivits? teeth thingies and she stole more blood. every six months with the blood stealing it sucks.
1	will ferrell can suck my dick. go on yim!!!
1	church can also suck my dick.
1	seriously. so precious. I laugh every time i think of Nate rocking out to that shitty ass band.
1	I may hate you a lot right now. Please die? :D
1	hahahahahahjdshgskdg I hate you. So much.
1	my job has made me feel like a tool so i am trying to change how i consume things. fucking cvs.
1	holy fuck. i would just make pasta or something if i were you  that is ridiculous.
1	if you're going to have to spend that much for a fucking pizza  at least go to mellow mushroom or somewhere not disgusting.
1	Frankly  I'm shocked that they use coal at all around here... HELLO!!! Hydro anyone? There's a fucking OCEAN right there!
1	work on this glorous sat. with this crazy ass shoppers
1	what happens when you run out of Word of the Gay words. :)
1	THAT WAS FUCKING EPIC.
1	I nominate @PhillyD for a Shorty Award in #entertainment because he's emo.
1	admit it. You're secretly in training for RSA. @beaker who? I can see it now: Cigar  red-bull  and can of whoop-ass. Nice.
1	lol yeah  I coulda told you that cuz I'm a big fucking dorkass about that movie as wel all very well know :) I actually had a dream
1	meeting friend for lunch/coffee. Getting hair cut (although I hate that bit) and my works do in the evening!
1	yea..brang yo ass down  son :) I'll be @ Essence again...Staying @ the W! (thanxxxxxx Sony woop woop n da poop poop)
1	I hate weddings.. u shud be grateful for being male  not worrying about what u got to wear.
1	Dick Whittington's Lolcat: I WAS DOIN CAPS FOR LOLSPEAK  SORRY FER CONFYUSHION :( #twitpanto
1	http://twitpic.com/vk9k - Dick Whittington's Lolcat: NICE SPACE TROUSRS  BOSS #twitpanto
1	twins! we've been watching this one guy  he sucks with a hammer
1	PETA is an ass in the article  D. Big time.
1	canadians always make me think shut your fucking face uncle fucker!   http://kenny.smoovenet.com/grabpics/terrance.gif
1	oh in that case. WTF  thats some ugly ass shit to do.
1	"midget w/a hookhand hangin off your collar" IM FUCKING DEAD. BURY ME. D-E-A-D DEAD.
1	i hate people sometimes-today is one of those more than usual days
1	YES. the thing is big enough for my ass plus another half. its like my parents couch.
1	well shit then I know I'll catch on ... who the fuck wouldn't be interested in what I have to say.. LOL!
1	lmfao HURRY AND GET THE FUCKING LYRICS.
1	ill settle that bitch down real quick 
1	you work in cape cod. why the fuck am i up so early. argh  stupid cousin &brother.
1	damn! twitpic that shizzle!
1	Exactly! Damn cops disagree though
1	dont hate ur life! =_=
1	dont hate!
1	I hate ism's as much as the next guy but when the shoe fits...
1	Oh  conservation you mean! That is a good point.  I admire many socialists but hate their ideals socialism brings with it.
1	can you tell loser tudds to turn his fucking phone on...
1	whoever created chocolate pecan pie  thank. thank you for my big fat ass.
1	if you hate sprint. try jogging. and stop once and while for eggnog.
1	cont. and you must RT EVERY LITTLE THING someone says  then DAMN do I feel SORRY for you and your friends.
1	 RT this then GO fuck yourself stay the FUCL out of lives and HOPEFULLY you'll die a Horrendous DEATH for all to WATCH 
1	Do you realize your comment on parents dying comes off as a tad insensitive? like a "sucks to be you" comment
1	you won't die in Queens we're civilized here in Queens  hell there's a Starbucks & McDonald's on damn near every corner  have fun
1	What? Yours WORKS? I hate you.
1	"hey've just proved how fucking irrelevant they are" ..By making you go and read them?
1	 sometimes I hate how contagious US culture is
1	The eyes followng me are creepy. Damn creepy. And that smile makes it worse.
1	cock flavored seasoning?!?!? wtf
1	That depends on if you are dealing with a pain slut or not.
1	You're going to find a woman and tease her to make her have to cum silently at work?
1	Exactly. Poor kids. That damn thing has me watching weird videos on YouTube now. Argh.
1	She's probably saying all kinds of phony shit and giggling like she's 13 years old. God  I hate her.
1	She makes me sick. She thinks she's cool and youthful cuz she watches that show. Phony bitch.
1	 LOL FAT NIGGAZ UNITE FATRON!!! HAHAHAHA
1	let's be gay together!
1	THE NEW FUCKING GENERAL OF THE WORLD  THAT'S WHAT.
1	hahah word ! their set was off the fucking hezay
1	damn straight you do
1	well mine are double flared  so they are a fucking homo bitch cunt to get out. aggrivation!
1	i hate you
1	Kurt you're on the most watched tv station in central Ohio  your ass should be #1 already LOL. I'm just cooler than you!
1	a) JTP is a douchebag b) Stewart kicks ass!
1	I cunt wait for u to start shitting out the gifts I sent jew.
1	what is this dick suck moment? lol. HAPPY NEW YEAR
1	WPMU can go fuck itself
1	there you go denying stuff again. until Maury clears you on TV w/ an "i aint yo daddy test " your ass is suspect.
1	This week in fuck?
1	I did ur mom last night? Naww I don't like old fat white bitches! &#58390;
1	damn we got BWNT - where you headed tonight?
1	Frickin turnovers! Dang flags.  SD's gonna beat our ass and Denver is going to blow a 3 game lead. They don't deserve to win.
1	I meant boo YOU whore!
1	you are such a whore LOL
1	- yep  I'm a real ass. Everybody knows that.
